url,town_vilage,voivodeship,rooms,price,m2,plot_m2
https://www.otodom.pl/oferta/bezrzecze-ul-kminkowa-dom-78m2-lider-house-ID45ggi.html#5155a53d22,Szczecin,zachodniopomorskie,4,499000,78,250
https://www.otodom.pl/oferta/dom-w-bezrzeczu-78m2-lider-house-deweloper-ID45ixt.html#5155a53d22,Bezrzecze,zachodniopomorskie,4,499000,78,250
https://www.otodom.pl/oferta/nowy-dom-z-ogrodem-bez-posrednictwa-ID46Jhb.html#5155a53d22,Bytnik,dolnośląskie,5,444900,134,700
https://www.otodom.pl/oferta/apartament-boczny-z-ogrodkiem-lancut-ID46o1r.html#5155a53d22,Łańcut,podkarpackie,5,465901,123.91,320
https://www.otodom.pl/oferta/niepowtarzalny-dom-w-atrakcyjnej-cenie-pepowo-ID46GIz.html#3b133f1b8f,Pępowo,pomorskie,3,311000,69.87,NA
https://www.otodom.pl/oferta/atrakcyjny-duzy-dom-dla-rodziny-ID46Jgm.html#3b133f1b8f,Banino,pomorskie,6,760000,153.27,673
https://www.otodom.pl/oferta/promocja-blizniak-kanalizacja-miejska-ID46yNi.html#3b133f1b8f,Mirków,dolnośląskie,4,549000,124,400
https://www.otodom.pl/oferta/dzialajacy-biznes-w-budynku-mieszkalno-uslugowym-ID44r9t.html#3b133f1b8f,Ruda Śląska,śląskie,NA,2985000,NA,800
https://www.otodom.pl/oferta/nowe-domy-mikolow-borowa-wies-zabudowa-szeregowa-ID46gpm.html#3b133f1b8f,Mikołów,śląskie,4,399000,140,175
https://www.otodom.pl/oferta/nowe-domy-szeregowki-borowa-wies-mikolow-ID46gon.html#3b133f1b8f,Mikołów,śląskie,4,399000,140,175
https://www.otodom.pl/oferta/willa-jadwisin-nad-zalewem-z-garazem-144m2-podasze-ID44mj5.html#3b133f1b8f,Jadwisin,mazowieckie,5,440000,144,500
https://www.otodom.pl/oferta/bliskierabowice-dom87m2-poddasze40m2-3sypialnie-ID42hnR.html#3b133f1b8f,Swarzędz,wielkopolskie,4,369000,87,220
https://www.otodom.pl/oferta/dom-gaja-krotki-szereg-prywatnosc-promocja-ID46JfG.html#3b133f1b8f,Warszawa,mazowieckie,4,699000,129.97,340
https://www.otodom.pl/oferta/dom-124m2-w-raciborowicach-michalow-10km-od-rynku-ID45Mmy.html#3b133f1b8f,Raciborowice,małopolskie,5,485000,124,460
